DOI,title,author,year,times_seen
10.1128/aac.01361-08,Population Pharmacokinetic Analysis of Colistin Methanesulfonate and Colistin after Intravenous Administration in Critically Ill Patients with Infections Caused by Gram-Negative Bacteria,Plachouras,2009,1
10.1016/j.cmpb.2003.11.003,Perl-speaks-NONMEM (PsN)—a Perl module for NONMEM related programming,Lindbom,2004,1
10.2165/00003088-199936040-00001,Software for Population Pharmacokinetics and Pharmacodynamics,Aarons,2006,1
10.1034/j.1399-3062.2000.020203.x,Amphotericin B preparations: a maximum tolerated dose in severe invasive fungal infections?,Ellis,2003,1
10.2165/00003088-199223040-00004,Liposomal and Lipid Formulations of Amphotericin B,Janknegt,2009,1
10.1378/chest.76.1.11,Kinetics of Theophylline,Resar,2007,1
10.1002/cpt1972133349,Pharmacokinetics of theophylline; Application to adjustment of the clinical dose of aminophylline,Jenne,2016,1
10.1093/jac/dkw057,A pharmacokinetic–pharmacodynamic (PKPD) model based on<i>in vitro</i>time–kill data predicts the<i>in vivo</i>PK/PD index of colistin,Khan,2016,1
10.1021/es60128a001,Partition coefficient and bioaccumulation of selected organic chemicals,Chiou,2005,1
10.1093/jac/dkp029,Molecular mechanisms disrupting porin expression in ertapenem-resistant Klebsiella and Enterobacter spp. clinical isolates from the UK,Doumith,2009,1
10.3201/eid1302.060747,Ertapenem Resistance of<i>Escherichia coli</i>,Lartigue,2009,1
10.1111/j.1574-6968.2004.tb09534.x,Diversity of genetic environment of<i>bla</i><sub>CTX-M</sub>genes,Lartigue,2006,1
10.1128/aac.46.2.534-537.2002,"CTX-M-1, CTX-M-3, and CTX-M-14 β-Lactamases from
            <i>Enterobacteriaceae</i>
            Isolated in France",Dutour,2002,1
10.1093/clinids/10.4.867,Extended Broad-Spectrum  -Lactamases Conferring Transferable Resistance to Newer  -Lactam Agents in Enterobacteriaceae: Hospital Prevalence and Susceptibility Patterns,Jarlier,2011,1
10.1203/00006450-198612000-00014,Complement Activation in Cystic Fibrosis Respiratory Fluids: in Vivo and in Vitro Generation of C5a and Chemotactic Activity,Fick,2007,1
10.1126/science.107.2767.44,"A Paradoxical Zone Phenomenon in the Bactericidal Action of Penicillin
            <i>in Vitro</i>",Eagle,2006,3
10.1093/jac/dkh369,Combination therapy with polymyxin B for the treatment of multidrug-resistant Gram-negative respiratory tract infections,Sobieszczyk,2004,1
10.1093/clinids/3.1.98,Intermittent or Continuous Therapy of Experimental Meningitis Due to Streptococcus pneumoniae in Rabbits: Preliminary Observations on the Postantibiotic Effect in Vivo,Sande,2011,1
10.1038/srep26233,Polymyxin Resistance in Acinetobacter baumannii: Genetic Mutations and Transcriptomic Changes in Response to Clinically Relevant Dosage Regimens,Cheah,2016,1
10.1128/aac.43.6.1317,Peptide Antibiotics,Hancock,2018,1
10.1016/0014-5793(96)00168-8,Antibacterial activity of peptides homologous to a loop region in human lactoferrin,Odell,2002,1
10.1016/s0021-9258(18)61088-9,Lactotransferrin is the major estrogen inducible protein of mouse uterine secretions.,Pentecost,2021,1
10.1016/0006-291x(84)91648-6,Molecular cloning and sequence analysis of cDNA for human transferrin,Uzan,2004,1
10.3109/00365516109137296,Albumin and Transferrin Metabolism in Infectious and Toxic Diseases,Jarnum,2008,1
10.1128/aac.40.2.509,Sequences of beta-lactamase genes encoding CTX-M-1 (MEN-1) and CTX-M-2 and relationship of their amino acid sequences with those of other beta-lactamases,Bauernfeind,2018,1
10.7883/yoken.jjid.2014.282,Ventilator-Associated Pneumonia: Epidemiology and Prognostic Indicators of 30-Day Mortality,Inchai,2014,1
10.1093/jac/dkx002,"Polymyxin-resistant, carbapenem-resistant Acinetobacter baumannii is eradicated by a triple combination of agents that lack individual activity",Lenhard,2017,1
10.1086/420937,Trends in Antimicrobial Drug Development: Implications for the Future,Spellberg,2004,1
10.1016/s1010-7940(97)00230-3,Role of surgery in multi-drug-resistant tuberculosis: results of 27 cases,Kir,2002,1
10.1016/s0021-9258(18)33888-2,Regulation of phospholipid synthesis in Escherichia coli. Composition of the acyl-acyl carrier protein pool in vivo.,Rock,2021,1
10.1146/annurev.bi.44.070175.001531,Genetic Modification of Membrane Lipid,Silbert,2003,1
10.1086/497831,Dissemination of the Metallo- -Lactamase Gene blaIMP-4 among Gram-Negative Pathogens in a Clinical Setting in Australia,Peleg,2005,1
10.1093/jac/dkh095,Pseudomonas aeruginosa strains harbouring an unusual blaVIM-4 gene cassette isolated from hospitalized children in Poland (1998-2001),Patzer,2004,1
10.1007/s00134-007-0745-5,Replacement of 24-h creatinine clearance by 2-h creatinine clearance in intensive care unit patients: a single-center study,Herrera-Gutiérrez,2007,1
10.1038/ki.1985.101,Course of acute renal failure studied by a model of creatinine kinetics,Mark Moran,2007,1
10.1093/clinchem/17.8.696,Automated Reaction-Rate Method for Determination of Serum Creatinine with the CentrifiChem,Fabiny,2020,1
10.1177/0091270010377789,The Emerging Scientific Discipline of Pharmacometrics,Pfister,2010,1
10.1007/bf01065167,Pharmacometrics: A new journal section,Benet,2005,1
10.1016/j.tips.2016.10.012,Towards Precision Medicine in the Clinic: From Biomarker Discovery to Novel Therapeutics,Collins,2016,1
10.1056/nejmoa1507643,Nivolumab versus Docetaxel in Advanced Nonsquamous Non–Small-Cell Lung Cancer,Borghaei,2015,1
10.1056/nejmoa1504627,Nivolumab versus Docetaxel in Advanced Squamous-Cell Non–Small-Cell Lung Cancer,Brahmer,2015,1
10.1016/s1470-2045(15)70054-9,"Activity and safety of nivolumab, an anti-PD-1 immune checkpoint inhibitor, for patients with advanced, refractory squamous non-small-cell lung cancer (CheckMate 063): a phase 2, single-arm trial",Rizvi,2015,1
10.1186/1471-2334-13-380,Trough colistin plasma level is an independent risk factor for nephrotoxicity: a prospective observational cohort study,Sorlí,2013,1
10.1086/514732,Intravenous Colistin as Therapy for Nosocomial Infections Caused by Multidrug‐Resistant Pseudomonas aeruginosa and Acinetobacter baumannii,Levin,2007,1
10.1128/aac.01267-16,"Detection of
            <i>mcr-1</i>
            among Escherichia coli Clinical Isolates Collected Worldwide as Part of the SENTRY Antimicrobial Surveillance Program in 2014 and 2015",Castanheira,2016,1
10.1016/s1473-3099(15)00424-7,Emergence of plasmid-mediated colistin resistance mechanism MCR-1 in animals and human beings in China: a microbiological and molecular biological study,Liu,2015,2
10.1073/pnas.1503141112,Global trends in antimicrobial use in food animals,Van Boeckel,2015,1
10.1016/s1473-3099(13)70318-9,Antibiotic resistance—the need for global solutions,Laxminarayan,2013,1
10.1086/657140,Impact of International Nosocomial Infection Control Consortium (INICC) Strategy on Central Line–Associated Bloodstream Infection Rates in the Intensive Care Units of 15 Developing Countries,Rosenthal,2010,1
10.4103/0971-9784.38445,Resistance in gram-negative bacilli in a cardiac intensive care unit in India: Risk factors and outcome,Mehta,2009,1
10.1016/j.tim.2008.03.007,"The Salmonella PmrAB regulon: lipopolysaccharide modifications, antimicrobial peptide resistance and more",Gunn,2008,1
