DOI,title,author,year,times_seen
10.1097/ccm.0b013e3181968e44,Piperacillin penetration into tissue of critically ill patients with sepsis—Bolus versus continuous administration?,Roberts,2009,1
10.1128/aac.14.6.829,Piperacillin: Human Pharmacokinetics After Intravenous and Intramuscular Administration,Tjandramaga,2012,1
10.1124/jpet.103.060137,Developmental Expression of Human Hepatic CYP2C9 and CYP2C19,Koukouritaki,2004,1
10.1177/0091270005280583,Meropenem and Continuous Renal Replacement Therapy: In Vitro Permeability of 2 Continuous Renal Replacement Therapy Membranes and Influence of Patient Renal Function on the Pharmacokinetics in Critically Ill Patients,Isla,2005,1
10.1093/jac/24.suppl_a.311,The pharmacokinetics of meropenem in volunteers,Bax,2012,1
10.1111/j.1600-0773.1973.tb01461.x,Mental and Psychomotor Effects of Diazepam and Ethanol,Haffner,2010,1
10.1080/00223980.1936.9917469,An Experimental Analysis of Incentive and Forced Application and Their Effect Upon Learning,Waskom,2010,1
10.1037/h0075814,Learning and stability: a psychophysiological analysis of a case of motor learning with clinical applications.,Snoddy,2006,1
10.1007/bf01061469,Building population pharmacokineticpharmacodynamic models. I. Models for covariate effects,Mandema,2005,1
10.1515/9781400874668,Adaptive Control Processes,Bellman,2016,1
10.1016/j.addr.2004.07.005,The structure of the choroid plexus and the physiology of the choroid plexus epithelium,REDZIC,2004,1
10.1086/431676,The Efficacy and Safety of Tigecycline for the Treatment of Complicated Intra‐Abdominal Infections: Analysis of Pooled Clinical Trial Data,Babinchak,2005,1
10.2174/138920111798808428,Relevance of Pharmacokinetic and Pharmacodynamic Modeling to Clinical Care of Critically Ill Patients,B. Bulitta,2011,1
10.1126/science.147.3659.753,Micropuncture Study of Inulin Absorption in the Rat Kidney,Gutman,2006,1
10.1152/ajplegacy.1956.185.2.430,Micropuncture Study of Pressures in Proximal Tubules and Peritubular Capillaries of the Rat Kidney and Their Relation to Ureteral and Renal Venous Pressures,Gottschalk,2017,1
10.1007/s00134-006-0421-1,Influence of renal function on trough serum concentrations of piperacillin in intensive care unit patients,Conil,2006,1
10.1159/000057663,Comparative Pharmacokinetic and Pharmacodynamic Profile of Piperacillin/Tazobactam 3.375G Q4H and 4.5G Q6H,Mattoes,2003,1
10.1592/phco.24.6.564.34743,Tobramycin Pharmacokinetics in Children with Febrile Neutropenia Undergoing Stem Cell Transplantation: Once-Daily versus Thrice-Daily Administration,Dupuis,2004,1
10.1093/jac/39.6.677,Once-daily dosing of aminoglycosides: review and recommendations for clinical practice,Freeman,2002,1
10.1016/j.jchromb.2012.09.016,A method for determining the free (unbound) concentration of ten beta-lactam antibiotics in human plasma using high performance liquid chromatography with ultraviolet detection,Briscoe,2012,1
10.1001/jamapediatrics.2013.196,Less Is More,Tamma,2013,1
10.1128/aac.49.1.220-229.2005,Pharmacokinetics of Tigecycline after Single and Multiple Doses in Healthy Subjects,Muralidharan,2004,1
10.1016/s0924-8579(00)00198-9,In vitro activity of GAR-936 against Chlamydia pneumoniae and Chlamydia trachomatis,Roblin,2002,1
10.1097/00006454-199506000-00002,Mycoplasma pneumoniae and Chlamydia pneumoniae in pediatric community-acquired pneumonia,BLOCK,2006,1
10.1017/s0195941700059774,Hospital-Acquired Infections in Intensive Care Unit Patients An Overview with Emphasis on Epidemics,Wenzel,2016,1
10.1001/jama.1977.03270520037018,Nosocomial Bacteremia,McGowan,2011,1
10.1097/00005382-198807000-00008,Lung clearance of 99mTc-DTPA in patients with acute lung injury and pulmonary edema,Coates,2006,1
10.1002/jmor.1051200305,"The transport of3H-l-histidine through the Schwann and myelin sheath into the axon, including a reevaluation of myelin function",Singer,2005,1
10.1016/0014-4886(65)90067-1,Uptake of C14-L-Lysine into segments of normal rat sciatic nerve,Appeltauer,2004,1
10.2165/00003088-200443130-00005,Pharmacodynamics of Vancomycin and Other Antimicrobials in Patients with Staphylococcus aureus Lower Respiratory Tract Infections,Moise-Broder,2006,1
10.1128/aac.43.10.2473,Use of Pharmacodynamic Indices To Predict Efficacy of Combination Therapy In Vivo,Mouton,2018,1
10.1128/aac.28.2.331,"Antimicrobial activity of ciprofloxacin against Pseudomonas aeruginosa, Escherichia coli, and Staphylococcus aureus determined by the killing curve method: antibiotic comparisons and synergistic interactions",Chalkley,2012,1
10.1136/thx.2006.067595,Survey of acute renal failure in patients with cystic fibrosis in the UK,Bertenshaw,2007,1
10.1164/rccm.200812-1845pp,Cystic Fibrosis Pulmonary Guidelines,Flume,2009,1
10.1164/ajrccm/141.4_pt_1.914,Reduction of Sputum<i>Pseudomonas aeruginosa</i>Density by Antibiotics Improves Lung Function in Cystic Fibrosis More than Do Bronchodilators and Chest Physiotherapy Alone,Regelmann,2013,1
10.1542/peds.63.1.24,The Chest Roentgenogram in Cystic Fibrosis: A New Scoring System,Brasfield,2021,1
10.1542/peds.2005-0552,Seventy-Five Years of Neonatal Sepsis at Yale: 1928–2003,Bizzarro,2005,1
10.1086/501619,Bloodstream Infections in a Neonatal Intensive-Care Unit: 12 Years' Experience With an Antibiotic Control Program,Cordero,2006,1
10.1016/0195-6701(93)90128-m,Impact of ampicillin and cefuroxime on bacterial colonization and infection in patients on a neonatal intensive care unit☆,Kalenić,2004,1
10.1056/nejm197105132841904,Empiric Therapy with Carbenicillin and Gentamicin for Febrile Patients with Cancer and Granulocytopenia,Schimpff,2010,1
10.1086/379825,Adequacy of Early Empiric Antibiotic Treatment and Survival in Severe Sepsis: Experience from the MONARCS Trial,MacArthur,2004,1
10.1093/jac/36.4.681,Bacteraemia in a community and a university hospital,Elhanan,2007,1
10.1128/jb.58.4.475-490.1949,THE SLOW RECOVERY OF BACTERIA FROM THE TOXIC EFFECTS OF PENICILLIN,Eagle,2020,1
10.1128/jb.56.1.75-81.1948,The Action of Penicillin on Staphylococcus: Further Observations on the Effect of a Short Exposure,Parker,2020,1
10.1016/j.ijantimicag.2012.10.002,β-Lactam therapeutic drug monitoring in the critically ill: optimising drug exposure in patients with fluctuating renal function and hypoalbuminaemia,Hayashi,2012,1
10.1186/cc10257,Recommended β-lactam regimens are inadequate in septic patients treated with continuous renal replacement therapy,Seyler,2011,1
10.1378/chest.118.1.146,The Influence of Inadequate Antimicrobial Treatment of Bloodstream Infections on Patient Outcomes in the ICU Setting,Ibrahim,2003,1
10.1093/clinids/24.supplement_1.s17,Consequences of Bacterial Resistance to Antibiotics in Medical Practice,Acar,2011,1
10.1001/archsurg.1988.01400260113014,APACHE II Score and Abdominal Sepsis,Bohnen,2011,1
10.1093/jac/dkx093,Dose optimization of piperacillin/tazobactam in critically ill children,De Cock,2017,1
10.1097/ftd.0b013e31825a4c3a,Critical Illness Is a Major Determinant of Midazolam Clearance in Children Aged 1 Month to 17 Years,Ince,2012,1
10.1093/bja/85.4.599,The role of albumin in critical illness,Nicholson,2002,1
10.1159/000413163,Effect of Plasma and Interstitial Protein Content on Tissue Edema Formation,Demling,2015,1
10.7326/0003-4819-72-6-857,Adverse Effects of Sodium Colistimethate,KOCH-WESER,2013,1
10.1097/00003246-198608000-00028,APACHE II-A Severity of Disease Classification System,Knaus,2006,1
10.1042/bj0430169,"A study of the behaviour of some sixty amino-acids and other ninhydrin-reacting substances on phenol-‘collidine’ filter-paper chromatograms, with notes as to the occurrence of some of them in biological fluids",Dent,2015,1
10.1186/cc10441,Antibiotics in critically ill patients: a systematic review of the pharmacokinetics of β-lactams,Gonçalves-Pereira,2011,1
10.1097/00003246-200207000-00013,Plasma and tissue pharmacokinetics of cefpirome in patients with sepsis,Joukhadar,2003,1
10.1002/(sici)1522-2683(20000501)21:8<1558::aid-elps1558>3.0.co;2-n,Micellar electrokinetic chromatography for the analysis of cefpirome in microdialysis and plasma samples obtainedin vivo from human volunteers,Mayer,2002,1
10.1002/elps.1150191616,Characterization of partitioning behavior of cephalosporins using microemulsion and micellar electrokinetic chromatography,Mrestani,2005,1
10.1023/a:1016051917608,,Schwarz,2002,1
10.1128/aac.00903-09,"Pharmacokinetic/Pharmacodynamic Investigation of Colistin against
            <i>Pseudomonas aeruginosa</i>
            Using an
            <i>In Vitro</i>
            Model",Bergen,2010,1
10.1016/j.idc.2009.06.008,Pharmacokinetics and Pharmacodynamics of Antibacterial Agents,Levison,2009,1
10.1001/archinte.1951.03810100073006,TREATMENT OF PNEUMOCOCCIC MENINGITIS WITH PENICILLIN COMPARED WITH PENICILLIN PLUS AUREOMYCIN,LEPPER,2011,1
10.1021/ci000135o,A Novel Formalism To Characterize the Degree of Unsaturation of Organic Molecules,Badertscher,2002,1
10.1021/ci950152r,"Recent Advances in the Automated Structure Elucidation System, CHEMICS. Utilization of Two-Dimensional NMR Spectral Information and Development of Peripheral Functions for Examination of Candidates",Funatsu,2002,1
10.1016/s0003-2670(00)84547-x,Use of the 13C-NMR chemical shift/charge density linear relationship for recognition and ranking of chemical structures,Bangov,2002,1
10.1021/ja01046a012,Origin of linearity of carbon-13 shift with charge. Calculations for the azines,Tokuhiro,2005,1
10.1097/00007691-200006000-00012,Diurnal Changes in the Pharmacokinetic Behavior of Amikacin,Bleyzac,2003,1
10.1038/clpt.1991.100,Gentamicin population pharmacokinetic models for low birth weight infants using a new nonparametric method,Dodge,2010,1
10.1038/ja.2015.127,Anthelmintic closantel enhances bacterial killing of polymyxin B against multidrug-resistant Acinetobacter baumannii,Tran,2015,1
10.1128/aac.00865-13,Unique Structural Modifications Are Present in the Lipopolysaccharide from Colistin-Resistant Strains of Acinetobacter baumannii,Pelletier,2013,1
10.1006/abio.1994.1141,Detailed Structural Characterization of Lipid A: Electrospray Ionization Coupled with Tandem Mass-Spectrometry,Chan,2002,1
10.1016/0002-9343(91)90366-6,Epidemiology and control of nosocomial infections in adult intensive care units,Weinstein,2004,1
10.1093/infdis/152.4.769,Occult Aminoglycoside Resistance in Pseudomonas aeruginosa: Epidemiology and Implications for Therapy and Control,Olson,2011,1
10.1097/qco.0000000000000206,Optimizing dosing of antibiotics in critically ill patients,Parker,2015,1
10.1186/cc13134,Optimal dosing of antibiotics in critically ill patients by using continuous/extended infusions: a systematic review and meta-analysis,Chant,2013,1
10.1016/j.ijid.2011.06.006,"Epidemiology, clinical characteristics, and outcome of candidemia: experience in a tertiary referral center in the UK",Das,2011,1
10.1097/01.md.0000091182.93122.8e,Candidemia in a Tertiary Care Cancer Center,Antoniadou,2003,1
10.1128/jcm.40.4.1298-1302.2002,Epidemiology of Candidemia: 3-Year Results from the Emerging Infections and the Epidemiology of Iowa Organisms Study,Diekema,2002,1
10.1086/520194,National Epidemiology of Mycoses Survey (NEMIS): Variations in Rates of Bloodstream Infections Due to Candida Species in Seven Surgical Intensive Care Units and Six Neonatal Intensive Care Units,Rangel‐Frausto,2007,1
10.1016/s0022-3476(96)70191-9,Late-onset sepsis in very low birth weight neonates: A report from the National Institute of Child Health and Human Development Neonatal Research Network,Stoll,2006,1
10.1016/s1359-6446(97)01099-4,Managing the drug discovery/development interface,Kennedy,2002,1
10.1056/nejm199407073310103,Long-Term Risk of Breast Cancer in Women with Fibroadenoma,Dupont,2002,1
10.1002/ijc.2910470513,Benign breast disease and breast cancer: A case-control study in a cohort in italy,Palli,2007,1
10.1093/oxfordjournals.aje.a114594,"BREAST CANCER RISK ASSOCIATED WITH PROLIFERATIVE DISEASE, AGE AT FIRST BIRTH, AND A FAMILY HISTORY OF BREAST CANCER1",DUPONT,2017,1
10.1128/aac.00951-13,Protein Binding of β-Lactam Antibiotics in Critically Ill Patients: Can We Successfully Predict Unbound Concentrations?,Wong,2013,1
